DB_DrugID,DB_DrugName,CTD_ChemicalName,CTD_ChemicalID,DiseaseID,DiseaseName
DB00997,Doxorubicin,Doxorubicin,D004317,MESH:D013736,Testicular Neoplasms
DB00997,Doxorubicin,Doxorubicin,D004317,MESH:D013964,Thyroid Neoplasms
DB00997,Doxorubicin,Doxorubicin,D004317,MESH:D001749,Urinary Bladder Neoplasms
DB00997,Doxorubicin,Doxorubicin,D004317,MESH:D014565,Urogenital Neoplasms
DB00997,Doxorubicin,Doxorubicin,D004317,MESH:D014571,Urologic Neoplasms
DB00997,Doxorubicin,Doxorubicin,D004317,MESH:D002583,Uterine Cervical Neoplasms
DB00997,Doxorubicin,Doxorubicin,D004317,MESH:D014594,Uterine Neoplasms
DB00997,Doxorubicin,Doxorubicin,D004317,MESH:D008258,Waldenstrom Macroglobulinemia
DB00997,Doxorubicin,Doxorubicin,D004317,MESH:D009396,Wilms Tumor
DB00993,Azathioprine,Azathioprine,D001379,MESH:D000799,Angioedema
DB00993,Azathioprine,Azathioprine,D001379,MESH:D001168,Arthritis
DB00993,Azathioprine,Azathioprine,D001379,MESH:D001327,Autoimmune Diseases
DB00993,Azathioprine,Azathioprine,D001379,MESH:D001528,Behcet Syndrome
DB00993,Azathioprine,Azathioprine,D001379,MESH:D002446,Celiac Disease
DB00993,Azathioprine,Azathioprine,D001379,MESH:D056486,Chemical and Drug Induced Liver Injury
DB00993,Azathioprine,Azathioprine,D001379,MESH:D003424,Crohn Disease
DB00993,Azathioprine,Azathioprine,D001379,MESH:D003480,Cushing Syndrome
DB00993,Azathioprine,Azathioprine,D001379,MESH:D003882,Dermatomyositis
DB00993,Azathioprine,Azathioprine,D001379,MESH:D010505,Familial Mediterranean Fever
DB00993,Azathioprine,Azathioprine,D001379,MESH:D005921,Glomerulonephritis
DB00993,Azathioprine,Azathioprine,D001379,MESH:D006086,Graft vs Host Disease
DB00993,Azathioprine,Azathioprine,D001379,MESH:D014890,Granulomatosis with Polyangiitis
DB00993,Azathioprine,Azathioprine,D001379,MESH:D006333,Heart Failure
DB00993,Azathioprine,Azathioprine,D001379,MESH:D006526,Hepatitis C
DB00993,Azathioprine,Azathioprine,D001379,MESH:D007154,Immune System Diseases
DB00993,Azathioprine,Azathioprine,D001379,MESH:D007249,Inflammation
DB00993,Azathioprine,Azathioprine,D001379,MESH:D015212,Inflammatory Bowel Diseases
DB00993,Azathioprine,Azathioprine,D001379,MESH:D007674,Kidney Diseases
DB00993,Azathioprine,Azathioprine,D001379,MESH:D007938,Leukemia
DB00993,Azathioprine,Azathioprine,D001379,MESH:D008181,Lupus Nephritis
DB00993,Azathioprine,Azathioprine,D001379,MESH:D008286,Malabsorption Syndromes
DB00993,Azathioprine,Azathioprine,D001379,MESH:D009103,Multiple Sclerosis
DB00993,Azathioprine,Azathioprine,D001379,MESH:D018908,Muscle Weakness
DB00993,Azathioprine,Azathioprine,D001379,MESH:D009157,Myasthenia Gravis
DB00993,Azathioprine,Azathioprine,D001379,MESH:D009205,Myocarditis
DB00993,Azathioprine,Azathioprine,D001379,MESH:D009369,Neoplasms
DB00993,Azathioprine,Azathioprine,D001379,MESH:D009393,Nephritis
DB00993,Azathioprine,Azathioprine,D001379,MESH:D010392,Pemphigus
DB00993,Azathioprine,Azathioprine,D001379,MESH:D017285,Polymyositis
DB00993,Azathioprine,Azathioprine,D001379,MESH:D011183,Postoperative Complications
DB00993,Azathioprine,Azathioprine,D001379,MESH:D011507,Proteinuria
DB00993,Azathioprine,Azathioprine,D001379,MESH:D011565,Psoriasis
DB00993,Azathioprine,Azathioprine,D001379,MESH:D051437,Renal Insufficiency
DB00993,Azathioprine,Azathioprine,D001379,MESH:D013585,Synovitis
DB00993,Azathioprine,Azathioprine,D001379,MESH:D014657,Vasculitis
DB00993,Azathioprine,Azathioprine,D001379,MESH:D018754,Ventricular Dysfunction
DB00480,Lenalidomide,Lenalidomide,D000077269,MESH:D000690,Amyotrophic Lateral Sclerosis
DB00480,Lenalidomide,Lenalidomide,D000077269,MESH:D009101,Multiple Myeloma
DB00480,Lenalidomide,Lenalidomide,D000077269,MESH:D009190,Myelodysplastic Syndromes
DB00480,Lenalidomide,Lenalidomide,D000077269,MESH:D055728,Primary Myelofibrosis
DB00480,Lenalidomide,Lenalidomide,D000077269,MESH:D011471,Prostatic Neoplasms
DB00480,Lenalidomide,Lenalidomide,D000077269,MESH:D012008,Recurrence
DB00871,Terbutaline,Terbutaline,D013726,MESH:D000402,Airway Obstruction
DB00871,Terbutaline,Terbutaline,D013726,MESH:D000686,Amyloidosis
DB00871,Terbutaline,Terbutaline,D013726,MESH:D001249,Asthma
DB00871,Terbutaline,Terbutaline,D013726,MESH:D001919,Bradycardia
DB00871,Terbutaline,Terbutaline,D013726,MESH:D016535,Bronchial Hyperreactivity
DB00871,Terbutaline,Terbutaline,D013726,MESH:D003371,Cough
DB00871,Terbutaline,Terbutaline,D013726,MESH:D004412,Dysmenorrhea
DB00871,Terbutaline,Terbutaline,D013726,MESH:D004487,Edema
DB00871,Terbutaline,Terbutaline,D013726,MESH:D005316,Fetal Distress
DB00871,Terbutaline,Terbutaline,D013726,MESH:D011654,Pulmonary Edema
DB00871,Terbutaline,Terbutaline,D013726,MESH:D012128,Respiratory Distress Syndrome
DB00871,Terbutaline,Terbutaline,D013726,MESH:D014202,Tremor
DB00871,Terbutaline,Terbutaline,D013726,MESH:D014581,Urticaria
DB14001,alpha-Tocopherol succinate,alpha-Tocopherol,D024502,MESH:D058186,Acute Kidney Injury
DB14001,alpha-Tocopherol succinate,alpha-Tocopherol,D024502,MESH:D001284,Atrophy
DB14001,alpha-Tocopherol succinate,alpha-Tocopherol,D024502,MESH:D001930,Brain Injuries
DB14001,alpha-Tocopherol succinate,alpha-Tocopherol,D024502,MESH:D063646,Carcinogenesis
DB14001,alpha-Tocopherol succinate,alpha-Tocopherol,D024502,MESH:D002318,Cardiovascular Diseases
DB14001,alpha-Tocopherol succinate,alpha-Tocopherol,D024502,MESH:D056486,Chemical and Drug Induced Liver Injury
DB14001,alpha-Tocopherol succinate,alpha-Tocopherol,D024502,MESH:D019457,Chromosome Breakage
DB14001,alpha-Tocopherol succinate,alpha-Tocopherol,D024502,MESH:D003072,Cognition Disorders
DB14001,alpha-Tocopherol succinate,alpha-Tocopherol,D024502,MESH:D003556,Cystitis
DB14001,alpha-Tocopherol succinate,alpha-Tocopherol,D024502,MESH:D018450,Disease Progression
DB14001,alpha-Tocopherol succinate,alpha-Tocopherol,D024502,MESH:D005334,Fever
DB14001,alpha-Tocopherol succinate,alpha-Tocopherol,D024502,MESH:D005355,Fibrosis
DB14001,alpha-Tocopherol succinate,alpha-Tocopherol,D024502,MESH:D005910,Glioma
DB14001,alpha-Tocopherol succinate,alpha-Tocopherol,D024502,MESH:D006461,Hemolysis
DB14001,alpha-Tocopherol succinate,alpha-Tocopherol,D024502,MESH:D006948,Hyperkinesis
DB14001,alpha-Tocopherol succinate,alpha-Tocopherol,D024502,MESH:D006949,Hyperlipidemias
DB14001,alpha-Tocopherol succinate,alpha-Tocopherol,D024502,MESH:D006965,Hyperplasia
DB14001,alpha-Tocopherol succinate,alpha-Tocopherol,D024502,MESH:D006973,Hypertension
DB14001,alpha-Tocopherol succinate,alpha-Tocopherol,D024502,MESH:D007003,Hypoglycemia
DB14001,alpha-Tocopherol succinate,alpha-Tocopherol,D024502,MESH:D017496,Hypopigmentation
DB14001,alpha-Tocopherol succinate,alpha-Tocopherol,D024502,MESH:D007511,Ischemia
DB14001,alpha-Tocopherol succinate,alpha-Tocopherol,D024502,MESH:D007674,Kidney Diseases
DB14001,alpha-Tocopherol succinate,alpha-Tocopherol,D024502,MESH:D008113,Liver Neoplasms
DB14001,alpha-Tocopherol succinate,alpha-Tocopherol,D024502,MESH:D055370,Lung Injury
DB14001,alpha-Tocopherol succinate,alpha-Tocopherol,D024502,MESH:D008175,Lung Neoplasms
DB14001,alpha-Tocopherol succinate,alpha-Tocopherol,D024502,MESH:D008569,Memory Disorders
DB14001,alpha-Tocopherol succinate,alpha-Tocopherol,D024502,MESH:D009135,Muscular Diseases
DB14001,alpha-Tocopherol succinate,alpha-Tocopherol,D024502,MESH:D009139,Musculoskeletal Abnormalities
DB14001,alpha-Tocopherol succinate,alpha-Tocopherol,D024502,MESH:D009203,Myocardial Infarction
DB14001,alpha-Tocopherol succinate,alpha-Tocopherol,D024502,MESH:D009336,Necrosis
DB14001,alpha-Tocopherol succinate,alpha-Tocopherol,D024502,MESH:D009362,Neoplasm Metastasis
DB14001,alpha-Tocopherol succinate,alpha-Tocopherol,D024502,MESH:D009410,Nerve Degeneration
DB14001,alpha-Tocopherol succinate,alpha-Tocopherol,D024502,MESH:D009422,Nervous System Diseases
DB14001,alpha-Tocopherol succinate,alpha-Tocopherol,D024502,MESH:D009436,Neural Tube Defects
DB14001,alpha-Tocopherol succinate,alpha-Tocopherol,D024502,MESH:D009845,Oligospermia
DB14001,alpha-Tocopherol succinate,alpha-Tocopherol,D024502,MESH:D010014,Osteolysis
DB14001,alpha-Tocopherol succinate,alpha-Tocopherol,D024502,MESH:D010049,Ovarian Diseases
DB14001,alpha-Tocopherol succinate,alpha-Tocopherol,D024502,MESH:D010146,Pain
DB14001,alpha-Tocopherol succinate,alpha-Tocopherol,D024502,MESH:D010490,Pericardial Effusion
DB14001,alpha-Tocopherol succinate,alpha-Tocopherol,D024502,MESH:D011230,Precancerous Conditions
DB14001,alpha-Tocopherol succinate,alpha-Tocopherol,D024502,MESH:D011507,Proteinuria
DB14001,alpha-Tocopherol succinate,alpha-Tocopherol,D024502,MESH:D011561,Pseudoxanthoma Elasticum
DB14001,alpha-Tocopherol succinate,alpha-Tocopherol,D024502,MESH:D011654,Pulmonary Edema
DB14001,alpha-Tocopherol succinate,alpha-Tocopherol,D024502,MESH:D011657,Pulmonary Eosinophilia
DB14001,alpha-Tocopherol succinate,alpha-Tocopherol,D024502,MESH:D011832,Radiation Injuries
DB14001,alpha-Tocopherol succinate,alpha-Tocopherol,D024502,MESH:D051437,Renal Insufficiency
DB14001,alpha-Tocopherol succinate,alpha-Tocopherol,D024502,MESH:D015427,Reperfusion Injury
DB14001,alpha-Tocopherol succinate,alpha-Tocopherol,D024502,MESH:D012130,Respiratory Hypersensitivity
DB14001,alpha-Tocopherol succinate,alpha-Tocopherol,D024502,MESH:D012174,Retinitis Pigmentosa
DB14001,alpha-Tocopherol succinate,alpha-Tocopherol,D024502,MESH:D012640,Seizures
DB14001,alpha-Tocopherol succinate,alpha-Tocopherol,D024502,MESH:D013733,Testicular Diseases
DB14001,alpha-Tocopherol succinate,alpha-Tocopherol,D024502,MESH:D014591,Uterine Diseases
DB14001,alpha-Tocopherol succinate,alpha-Tocopherol,D024502,MESH:D015430,Weight Gain
DB14001,alpha-Tocopherol succinate,alpha-tocopherol phosphate,C012552,MESH:D013375,Substance Withdrawal Syndrome
DB00370,Mirtazapine,Mirtazapine,D000078785,MESH:D000647,Amnesia
DB00370,Mirtazapine,Mirtazapine,D000078785,MESH:D019969,Amphetamine-Related Disorders
DB00370,Mirtazapine,Mirtazapine,D000078785,MESH:D001321,Autistic Disorder
DB00370,Mirtazapine,Mirtazapine,D000078785,MESH:D002375,Catalepsy
DB00370,Mirtazapine,Mirtazapine,D000078785,MESH:D056486,Chemical and Drug Induced Liver Injury
DB00370,Mirtazapine,Mirtazapine,D000078785,MESH:D019970,Cocaine-Related Disorders
DB00370,Mirtazapine,Mirtazapine,D000078785,MESH:D003866,Depressive Disorder
DB00370,Mirtazapine,Mirtazapine,D000078785,MESH:D020820,Dyskinesias
DB00370,Mirtazapine,Mirtazapine,D000078785,MESH:D048550,Hepatic Insufficiency
DB00370,Mirtazapine,Mirtazapine,D000078785,MESH:D006529,Hepatomegaly
DB00370,Mirtazapine,Mirtazapine,D000078785,MESH:D003865,Major Depressive Disorder
DB00370,Mirtazapine,Mirtazapine,D000078785,MESH:D001523,Mental Disorders
DB00370,Mirtazapine,Mirtazapine,D000078785,MESH:D019964,Mood Disorders
DB00370,Mirtazapine,Mirtazapine,D000078785,MESH:D009771,Obsessive-Compulsive Disorder
DB00370,Mirtazapine,Mirtazapine,D000078785,MESH:D009845,Oligospermia
DB00370,Mirtazapine,Mirtazapine,D000078785,MESH:D010300,Parkinson Disease
DB00370,Mirtazapine,Mirtazapine,D000078785,MESH:D011230,Precancerous Conditions
DB00370,Mirtazapine,Mirtazapine,D000078785,MESH:D012891,Sleep Apnea Syndromes
DB00370,Mirtazapine,Mirtazapine,D000078785,MESH:D013276,Stomach Ulcer
DB00370,Mirtazapine,Mirtazapine,D000078785,MESH:D013375,Substance Withdrawal Syndrome
DB00370,Mirtazapine,Mirtazapine,D000078785,MESH:D000072660,Teratozoospermia
DB00370,Mirtazapine,Mirtazapine,D000078785,MESH:D013733,Testicular Diseases
DB00370,Mirtazapine,Mirtazapine,D000078785,MESH:D015431,Weight Loss
DB00476,Duloxetine,Duloxetine Hydrochloride,D000068736,MESH:D003866,Depressive Disorder
DB00476,Duloxetine,Duloxetine Hydrochloride,D000068736,MESH:D003928,Diabetic Nephropathies
DB00476,Duloxetine,Duloxetine Hydrochloride,D000068736,MESH:D006930,Hyperalgesia
DB00476,Duloxetine,Duloxetine Hydrochloride,D000068736,MESH:D003865,Major Depressive Disorder
DB00476,Duloxetine,Duloxetine Hydrochloride,D000068736,MESH:D019954,Neurobehavioral Manifestations
DB00476,Duloxetine,Duloxetine Hydrochloride,D000068736,MESH:D016584,Panic Disorder
DB00476,Duloxetine,Duloxetine Hydrochloride,D000068736,MESH:D013276,Stomach Ulcer
DB00285,Venlafaxine,Venlafaxine Hydrochloride,D000069470,MESH:D000437,Alcoholism
DB00285,Venlafaxine,Venlafaxine Hydrochloride,D000069470,MESH:D001008,Anxiety Disorders
DB00285,Venlafaxine,Venlafaxine Hydrochloride,D000069470,MESH:D001259,Ataxia
DB00285,Venlafaxine,Venlafaxine Hydrochloride,D000069470,MESH:D001281,Atrial Fibrillation
DB00285,Venlafaxine,Venlafaxine Hydrochloride,D000069470,MESH:D001289,Attention Deficit Disorder with Hyperactivity
DB00285,Venlafaxine,Venlafaxine Hydrochloride,D000069470,MESH:D001480,Basal Ganglia Diseases
DB00285,Venlafaxine,Venlafaxine Hydrochloride,D000069470,MESH:D001714,Bipolar Disorder
DB00285,Venlafaxine,Venlafaxine Hydrochloride,D000069470,MESH:D019970,Cocaine-Related Disorders
DB00285,Venlafaxine,Venlafaxine Hydrochloride,D000069470,MESH:D003866,Depressive Disorder
DB00285,Venlafaxine,Venlafaxine Hydrochloride,D000069470,MESH:D006930,Hyperalgesia
DB00285,Venlafaxine,Venlafaxine Hydrochloride,D000069470,MESH:D006948,Hyperkinesis
DB00285,Venlafaxine,Venlafaxine Hydrochloride,D000069470,MESH:D007035,Hypothermia
DB00285,Venlafaxine,Venlafaxine Hydrochloride,D000069470,MESH:D003865,Major Depressive Disorder
DB00285,Venlafaxine,Venlafaxine Hydrochloride,D000069470,MESH:D001523,Mental Disorders
DB00285,Venlafaxine,Venlafaxine Hydrochloride,D000069470,MESH:D008881,Migraine Disorders
DB00285,Venlafaxine,Venlafaxine Hydrochloride,D000069470,MESH:D000068079,Motor Disorders
DB00285,Venlafaxine,Venlafaxine Hydrochloride,D000069470,MESH:D018908,Muscle Weakness
DB00285,Venlafaxine,Venlafaxine Hydrochloride,D000069470,MESH:D009410,Nerve Degeneration
DB00285,Venlafaxine,Venlafaxine Hydrochloride,D000069470,MESH:D009437,Neuralgia
DB00285,Venlafaxine,Venlafaxine Hydrochloride,D000069470,MESH:D020258,Neurotoxicity Syndromes
DB00285,Venlafaxine,Venlafaxine Hydrochloride,D000069470,MESH:D009771,Obsessive-Compulsive Disorder
DB00285,Venlafaxine,Venlafaxine Hydrochloride,D000069470,MESH:D016584,Panic Disorder
DB00285,Venlafaxine,Venlafaxine Hydrochloride,D000069470,MESH:D010292,Paresthesia
DB00285,Venlafaxine,Venlafaxine Hydrochloride,D000069470,MESH:D010698,Phobic Disorders
DB00285,Venlafaxine,Venlafaxine Hydrochloride,D000069470,MESH:D012559,Schizophrenia
DB00285,Venlafaxine,Venlafaxine Hydrochloride,D000069470,MESH:D019956,Stereotypic Movement Disorder
DB00285,Venlafaxine,Venlafaxine Hydrochloride,D000069470,MESH:D013375,Substance Withdrawal Syndrome
DB00285,Venlafaxine,Venlafaxine Hydrochloride,D000069470,MESH:D014029,Tobacco Use Disorder
DB00285,Venlafaxine,Venlafaxine Hydrochloride,D000069470,MESH:D014202,Tremor
DB00285,Venlafaxine,Venlafaxine Hydrochloride,D000069470,MESH:D016055,Urinary Retention
DB00285,Venlafaxine,Venlafaxine Hydrochloride,D000069470,MESH:D015431,Weight Loss
DB00968,Methyldopa,Methyldopa,D008750,MESH:D001929,Brain Edema
DB00968,Methyldopa,Methyldopa,D008750,MESH:D006335,Heart Injuries
DB00968,Methyldopa,Methyldopa,D008750,MESH:D006973,Hypertension
DB00968,Methyldopa,Methyldopa,D008750,MESH:D009127,Muscle Rigidity
DB00968,Methyldopa,Methyldopa,D008750,MESH:D011225,Pre-Eclampsia
DB00968,Methyldopa,Methyldopa,D008750,MESH:D011507,Proteinuria
DB00968,Methyldopa,Methyldopa,D008750,MESH:D051437,Renal Insufficiency
DB00968,Methyldopa,Methyldopa,D008750,MESH:D013610,Tachycardia
DB00968,Methyldopa,Methyldopa,D008750,MESH:D014202,Tremor
DB00338,Omeprazole,Omeprazole,D009853,MESH:D015746,Abdominal Pain
DB00338,Omeprazole,Omeprazole,D009853,MESH:D001471,Barrett Esophagus
DB00338,Omeprazole,Omeprazole,D009853,MESH:D002637,Chest Pain
DB00338,Omeprazole,Omeprazole,D009853,MESH:D003680,Deglutition Disorders
DB00338,Omeprazole,Omeprazole,D009853,MESH:D003967,Diarrhea
DB00338,Omeprazole,Omeprazole,D009853,MESH:D004381,Duodenal Ulcer
DB00338,Omeprazole,Omeprazole,D009853,MESH:D004487,Edema
DB00338,Omeprazole,Omeprazole,D009853,MESH:D004646,Emphysema
DB00338,Omeprazole,Omeprazole,D009853,MESH:D004941,Esophagitis
DB00338,Omeprazole,Omeprazole,D009853,MESH:D005764,Gastroesophageal Reflux
DB00338,Omeprazole,Omeprazole,D009853,MESH:D005767,Gastrointestinal Diseases
DB00338,Omeprazole,Omeprazole,D009853,MESH:D006471,Gastrointestinal Hemorrhage
DB00338,Omeprazole,Omeprazole,D009853,MESH:D006356,Heartburn
DB00338,Omeprazole,Omeprazole,D009853,MESH:D016481,Helicobacter Infections
DB00338,Omeprazole,Omeprazole,D009853,MESH:D006470,Hemorrhage
DB00338,Omeprazole,Omeprazole,D009853,MESH:D015212,Inflammatory Bowel Diseases
DB00338,Omeprazole,Omeprazole,D009853,MESH:D007674,Kidney Diseases
DB00338,Omeprazole,Omeprazole,D009853,MESH:D009336,Necrosis
DB00338,Omeprazole,Omeprazole,D009853,MESH:D009361,Neoplasm Invasiveness
DB00338,Omeprazole,Omeprazole,D009853,MESH:D010437,Peptic Ulcer
DB00338,Omeprazole,Omeprazole,D009853,MESH:D010438,Peptic Ulcer Hemorrhage
DB00338,Omeprazole,Omeprazole,D009853,MESH:D013272,Stomach Diseases
DB00338,Omeprazole,Omeprazole,D009853,MESH:D013276,Stomach Ulcer
DB00338,Omeprazole,Omeprazole,D009853,MESH:D014456,Ulcer
DB00338,Omeprazole,Omeprazole,D009853,MESH:D014839,Vomiting
DB00333,Methadone,Methadone,D008691,MESH:D015746,Abdominal Pain
DB00333,Methadone,Methadone,D008691,MESH:D001416,Back Pain
DB00333,Methadone,Methadone,D008691,MESH:D002561,Cerebrovascular Disorders
DB00333,Methadone,Methadone,D008691,MESH:D019970,Cocaine-Related Disorders
DB00333,Methadone,Methadone,D008691,MESH:D006556,Heroin Dependence
DB00333,Methadone,Methadone,D008691,MESH:D015658,HIV Infections
DB00333,Methadone,Methadone,D008691,MESH:D006930,Hyperalgesia
DB00333,Methadone,Methadone,D008691,MESH:D009325,Nausea
DB00333,Methadone,Methadone,D008691,MESH:D009293,Opioid-Related Disorders
DB00333,Methadone,Methadone,D008691,MESH:D010146,Pain
DB00333,Methadone,Methadone,D008691,MESH:D010523,Peripheral Nervous System Diseases
DB00333,Methadone,Methadone,D008691,MESH:D011183,Postoperative Complications
DB00333,Methadone,Methadone,D008691,MESH:D010149,Postoperative Pain
DB00333,Methadone,Methadone,D008691,MESH:D019966,Substance-Related Disorders
DB00333,Methadone,Methadone,D008691,MESH:D013375,Substance Withdrawal Syndrome
DB01233,Metoclopramide,Metoclopramide,D008787,MESH:D000855,Anorexia
DB01233,Metoclopramide,Metoclopramide,D008787,MESH:D001480,Basal Ganglia Diseases
DB01233,Metoclopramide,Metoclopramide,D008787,MESH:D001919,Bradycardia
DB01233,Metoclopramide,Metoclopramide,D008787,MESH:D048909,Diabetes Complications
DB01233,Metoclopramide,Metoclopramide,D008787,MESH:D003967,Diarrhea
DB01233,Metoclopramide,Metoclopramide,D008787,MESH:D004381,Duodenal Ulcer
DB01233,Metoclopramide,Metoclopramide,D008787,MESH:D004487,Edema
DB01233,Metoclopramide,Metoclopramide,D008787,MESH:D004941,Esophagitis
DB01233,Metoclopramide,Metoclopramide,D008787,MESH:D005759,Gastroenteritis
DB01233,Metoclopramide,Metoclopramide,D008787,MESH:D005764,Gastroesophageal Reflux
DB01233,Metoclopramide,Metoclopramide,D008787,MESH:D005767,Gastrointestinal Diseases
DB01233,Metoclopramide,Metoclopramide,D008787,MESH:D018589,Gastroparesis
DB01233,Metoclopramide,Metoclopramide,D008787,MESH:D006948,Hyperkinesis
DB01233,Metoclopramide,Metoclopramide,D008787,MESH:D007022,Hypotension
DB01233,Metoclopramide,Metoclopramide,D008787,MESH:D007035,Hypothermia
DB01233,Metoclopramide,Metoclopramide,D008787,MESH:D008881,Migraine Disorders
DB01233,Metoclopramide,Metoclopramide,D008787,MESH:D009325,Nausea
DB01233,Metoclopramide,Metoclopramide,D008787,MESH:D010146,Pain
DB01233,Metoclopramide,Metoclopramide,D008787,MESH:D010437,Peptic Ulcer
DB01233,Metoclopramide,Metoclopramide,D008787,MESH:D011183,Postoperative Complications
DB01233,Metoclopramide,Metoclopramide,D008787,MESH:D011248,Pregnancy Complications
DB01233,Metoclopramide,Metoclopramide,D008787,MESH:D011832,Radiation Injuries
DB01233,Metoclopramide,Metoclopramide,D008787,MESH:D012559,Schizophrenia
DB01233,Metoclopramide,Metoclopramide,D008787,MESH:D055752,Small Cell Lung Carcinoma
DB01233,Metoclopramide,Metoclopramide,D008787,MESH:D013272,Stomach Diseases
DB01233,Metoclopramide,Metoclopramide,D008787,MESH:D013276,Stomach Ulcer
DB01233,Metoclopramide,Metoclopramide,D008787,MESH:D014456,Ulcer
DB01233,Metoclopramide,Metoclopramide,D008787,MESH:D014839,Vomiting
DB00281,Lidocaine,Lidocaine,D008012,MESH:D001919,Bradycardia
DB00281,Lidocaine,Lidocaine,D008012,MESH:D002545,Brain Ischemia
DB00281,Lidocaine,Lidocaine,D008012,MESH:D002318,Cardiovascular Diseases
DB00281,Lidocaine,Lidocaine,D008012,MESH:D019970,Cocaine-Related Disorders
DB00281,Lidocaine,Lidocaine,D008012,MESH:D003371,Cough
DB00281,Lidocaine,Lidocaine,D008012,MESH:D003929,Diabetic Neuropathies
DB00281,Lidocaine,Lidocaine,D008012,MESH:D003875,Drug Eruptions
DB00281,Lidocaine,Lidocaine,D008012,MESH:D007172,Erectile Dysfunction
DB00281,Lidocaine,Lidocaine,D008012,MESH:D004890,Erythema
DB00281,Lidocaine,Lidocaine,D008012,MESH:D004916,Erythromelalgia
DB00281,Lidocaine,Lidocaine,D008012,MESH:D005207,Fasciculation
DB00281,Lidocaine,Lidocaine,D008012,MESH:D006261,Headache
DB00281,Lidocaine,Lidocaine,D008012,MESH:D006311,Hearing Disorders
DB00281,Lidocaine,Lidocaine,D008012,MESH:D006323,Heart Arrest
DB00281,Lidocaine,Lidocaine,D008012,MESH:D006327,Heart Block
DB00281,Lidocaine,Lidocaine,D008012,MESH:D006930,Hyperalgesia
DB00281,Lidocaine,Lidocaine,D008012,MESH:D006973,Hypertension
DB00281,Lidocaine,Lidocaine,D008012,MESH:D007022,Hypotension
